exp_num,num_classes,num_observations,first_class_perc,pred_approach,mean_accuracy,sd_accuracy,quantile_accuracy,mean_sensitivity,sd_sensitivity,quantile_sensitivity,mean_specificity,sd_specificity,quantile_specificity,mean_g_mean,sd_g_mean,quantile_g_mean,mean_precision,sd_precision,quantile_precision,mean_recall,sd_recall,quantile_recall,mean_f_measure,sd_f_measure,quantile_f_measure
93,3,1000,0.01,uniform,0.3337023,0.014938707815909674,0.369,0.33588,0.14825931229561345,0.7,0.6667444444444445,0.015006536768194498,0.7020303030303032,0.4581728898539349,0.11860259405675493,0.6857127825861351,0.010081865014060595,0.004448024345769858,0.02108433734939759,0.33588,0.14825931229561345,0.7,0.019895335563260043,0.008331246041916044,0.040935672514619874
94,3,1000,0.05,most_frequent,0.475,0,0.475,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
95,3,1000,0.05,proportional,0.453918,0.015578399938840491,0.491,0.04992,0.030634742511483175,0.14,0.949948,0.007113899388709681,0.9652631578947368,0.20235016617850363,0.08046402798005459,0.36297223268110773,0.04986673712058211,0.03000006883895432,0.12962962962962962,0.04992,0.030634742511483175,0.14,0.05365300607727838,0.02740507916101328,0.13043478260869565
96,3,1000,0.05,uniform,0.3334449,0.015031146247899807,0.369,0.332528,0.06639194231983653,0.48,0.6667824210526315,0.01527642424095571,0.7010526315789474,0.4684299576965508,0.04782634480918526,0.5726437288401011,0.04989799612533147,0.009714062506499666,0.07348242811501597,0.332528,0.06639194231983653,0.48,0.08675510407750094,0.01689427578623847,0.12732095490716183
97,3,1000,0.1,most_frequent,0.45,0,0.45,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
98,3,1000,0.1,proportional,0.4151841,0.015188550832704205,0.452,0.099755,0.02990015680456699,0.18,0.9000066666666666,0.009926218239410678,0.9222222222222223,0.29609206599400606,0.045912747299075164,0.39974992182613367,0.09976178473285985,0.028378199277749323,0.1685406795722215,0.099755,0.02990015680456699,0.18,0.09953564336068714,0.028680053906549093,0.17
99,3,1000,0.1,uniform,0.3330421,0.014910733066689193,0.368,0.333347,0.04719650773133753,0.44,0.6663268888888889,0.015788942798715174,0.7022222222222222,0.4700589405265714,0.03401942822153552,0.5454053538339679,0.09990909496215865,0.013431025711156785,0.13190247017973122,0.333347,0.04719650773133753,0.44,0.15368477284242876,0.020714087908093457,0.20187793427230047
100,3,1000,0.2,most_frequent,0.4,0,0.4,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
101,3,1000,0.2,proportional,0.36013649999999997,0.015189876266253732,0.397,0.199911,0.028420025488814723,0.265,0.800092,0.014204406007116296,0.8325,0.3988950237843872,0.028742642345513464,0.4636607056889768,0.19999135342784236,0.025383725555326607,0.2604171511627907,0.199911,0.028420025488814723,0.265,0.1997473898191227,0.02615319641246857,0.26108374384236455
102,3,1000,0.2,uniform,0.3331823,0.014844659076594177,0.369,0.3329765,0.0331473652426894,0.41,0.666576125,0.016565466419698097,0.705,0.470495167706992,0.024222011372983968,0.524785670536077,0.19978310972249666,0.017793040730475,0.24085365853658536,0.3329765,0.0331473652426894,0.41,0.2496139822273518,0.022612582947059062,0.3016759776536313
103,3,1000,0.3333333333333333,most_frequent,0.333,0,0.333,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
104,3,1000,0.3333333333333333,proportional,0.3332884,0.014897899858101412,0.368,0.3328918918918919,0.025921785906995093,0.39342342342342407,0.6669958020989505,0.01849917464832509,0.7106446776611695,0.47080222095364194,0.019421787542184592,0.5162778415359294,0.3329304914606983,0.02114732282536994,0.3834377049812865,0.3328918918918919,0.025921785906995093,0.39342342342342407,0.332738759790701,0.022399890603985423,0.38537300194031227
105,3,1000,0.3333333333333333,uniform,0.3332278,0.014874361560187455,0.368,0.33327597597597597,0.02576662278332289,0.3933933933933934,0.6668160419790105,0.01810677830672258,0.7091454272863568,0.47102264958850354,0.01941400875234227,0.51605205922079,0.33306109038134807,0.021159652233564172,0.38298010500138163,0.33327597597597597,0.02576662278332289,0.3933933933933934,0.3330054401069458,0.02237455829218153,0.3855428620958655
106,3,1000,0.5,most_frequent,0.25,0,0.25,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
107,3,1000,0.5,proportional,0.3750171,0.014770437507820054,0.41,0.4998654,0.022304403858501774,0.552,0.4999348,0.022378333895596313,0.55,0.49964781258642604,0.015749494666748135,0.536,0.4999012845985537,0.01575051262978396,0.536734693877551,0.4998654,0.022304403858501774,0.552,0.49975757892415806,0.01760638477615359,0.5407035175879398
108,3,1000,0.5,uniform,0.3332246,0.015050721154174837,0.369,0.3333682,0.021097756759760725,0.38202000000000047,0.6668282,0.02121922501673967,0.716,0.4711882183896482,0.016673819370931604,0.5090461668650497,0.5001533566323993,0.022425603013914875,0.5519300002808226,0.3333682,0.021097756759760725,0.38202000000000047,0.3998792956032018,0.02086105175853316,0.44705910330838633
109,3,10000,0.01,most_frequent,0.495,0,0.495,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
110,3,10000,0.01,proportional,0.49012833,0.004986123198794365,0.5018,0.009962,0.009812654320747361,0.04,0.9900003434343434,9.927892695172566e-4,0.9922222222222222,0.0773022336209879,0.062345975427437826,0.1990076390595105,0.009951017743342148,0.009801844810170048,0.039218266253870024,0.009962,0.009812654320747361,0.04,0.01552433087997743,0.007876178994514073,0.041237113402061855
111,3,10000,0.01,uniform,0.33330103,0.004667095897612534,0.3438,0.334117,0.04761876799862183,0.45,0.6666135555555556,0.0047531356336597,0.6776767676767677,0.47072326907961454,0.03387723419242977,0.5466850513651483,0.010021758616847141,0.0014218098764132781,0.013400849250121142,0.334117,0.04761876799862183,0.45,0.019459713883242927,0.0027607663503402707,0.026020106445890007
112,3,10000,0.05,most_frequent,0.475,0,0.475,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
113,3,10000,0.05,proportional,0.45376236,0.004912717446553482,0.4653,0.049953,0.009775630276086012,0.074,0.9500097263157895,0.002218496111131004,0.9551578947368421,0.21678202284171458,0.021476582648962725,0.26521520158044437,0.049959088517970464,0.009517482447930832,0.07326785102135469,0.049953,0.009775630276086012,0.074,0.04993258757581208,0.009580275654378042,0.07348646598688179
114,3,10000,0.05,uniform,0.33333428,0.004665395103605618,0.3441,0.33367020000000003,0.021121672387963183,0.384,0.6666994631578947,0.004804679558294172,0.6777894736842105,0.4714143268442366,0.015049585419976357,0.505609172929391,0.050052590197730736,0.0030885811878182566,0.05727175008986735,0.33367020000000003,0.021121672387963183,0.384,0.08704556868126657,0.005373857820243378,0.0996329313057158
115,3,10000,0.1,most_frequent,0.45,0,0.45,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
116,3,10000,0.1,proportional,0.41493788,0.004842352108530967,0.4264,0.1000812,0.00956408666498655,0.123,0.9000381333333334,0.0031626720105729727,0.9073333333333333,0.29978305373136216,0.014374434950962665,0.33212201510062495,0.10010326186451826,0.00903895993973358,0.12148612773175635,0.1000812,0.00956408666498655,0.123,0.10006946349365939,0.009178992374269725,0.12157509534177736
117,3,10000,0.1,uniform,0.33326138,0.004730655811411416,0.3443,0.3332517,0.015147887409117346,0.369,0.6666084555555556,0.0049847459847110285,0.6784444444444444,0.4712014109484687,0.010870539868657488,0.496571590452406,0.09996213982489437,0.004313019941528541,0.11005373409119529,0.3332517,0.015147887409117346,0.369,0.1537871597590988,0.006655395573832568,0.16949183520947328
118,3,10000,0.2,most_frequent,0.4,0,0.4,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
119,3,10000,0.2,proportional,0.3600484,0.004738731159002347,0.3711,0.19985125,0.008904685720466387,0.2205050000000001,0.7999522125,0.004430648553767772,0.810375,0.3997381634387704,0.008971630404453756,0.42044444115988694,0.19984119862564334,0.007929312118492257,0.21820027197810068,0.19985125,0.008904685720466387,0.2205050000000001,0.19982642350359692,0.0081923120442642,0.21893516153301407
120,3,10000,0.2,uniform,0.33333839,0.00467302117698947,0.3442,0.3331824,0.010442415172912072,0.358,0.666685875,0.005210291457594509,0.678875,0.4712430128621779,0.007611257070985984,0.48899299138564833,0.1999365107233798,0.005599999676204249,0.21318606656869132,0.3331824,0.010442415172912072,0.358,0.24989647418786254,0.007124699327485816,0.26666666666666666
121,3,10000,0.3333333333333333,most_frequent,0.3333,0,0.3333,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
122,3,10000,0.3333333333333333,proportional,0.33343332,0.004708458212140524,0.3444,0.3334096909690969,0.00818530215807685,0.35223522352235226,0.6667799010049498,0.005789745974895365,0.680365981700915,0.4714586249549979,0.006144451505517508,0.48550457948879383,0.3334265187543193,0.006691292898026851,0.3489087663468698,0.3334096909690969,0.00818530215807685,0.35223522352235226,0.33340137066057784,0.007093295689873507,0.3497035011666136
123,3,10000,0.3333333333333333,uniform,0.33334652,0.004739813337321129,0.3445,0.3333993699369937,0.008139950902284959,0.35223822382238235,0.6666362231888405,0.005778087408682959,0.680065996700165,0.47140083330430727,0.006102615723458918,0.48555349044950297,0.3333240140862346,0.006647220800675228,0.34866245867147583,0.3333993699369937,0.008139950902284959,0.35223822382238235,0.3333450021221015,0.007045980712718621,0.3497335989612476
124,3,10000,0.5,most_frequent,0.25,0,0.25,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
125,3,10000,0.5,proportional,0.37498793,0.004678235768330879,0.386201,0.50002904,0.007011524286892444,0.516602,0.49997004,0.007035056474567923,0.516,0.4999748165983634,0.004960186264410267,0.5114774176832458,0.4999997115908917,0.004959429730292549,0.5114379412945427,0.50002904,0.007011524286892444,0.516602,0.5000020118508125,0.005540279782791003,0.5131006567431101
126,3,10000,0.5,uniform,0.33328419,0.004748232051475735,0.344401,0.33333502,0.006665649307281982,0.3488,0.6665978,0.006693281046027883,0.6820020000000001,0.4713520235748782,0.0052901355767969276,0.483448895334217,0.499950019162462,0.0071106653781666486,0.5161870503597122,0.33333502,0.006665649307281982,0.3488,0.39996608624158264,0.006609290100309426,0.4151707368943514
127,3,100000,0.01,most_frequent,0.495,0,0.495,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
128,3,100000,0.01,proportional,0.490161165,0.0015851357349781852,0.4938501,0.0099984,0.003171908501258199,0.018,0.9899991202020202,3.1457738808213e-4,0.9907071717171718,0.09816574148453357,0.01618357477911757,0.1334983895033772,0.009996110534015622,0.003152197486844101,0.018043789488122488,0.0099984,0.003171908501258199,0.018,0.009994791269236507,0.003156950210229374,0.018018108243446254
129,3,100000,0.01,uniform,0.333326013,0.0014817102619476713,0.33676,0.3334506,0.014956527986566307,0.369,0.6666646686868687,0.0014970125378918843,0.6700809090909091,0.47136764594813313,0.010585378936486547,0.4957727126679357,0.010003400970487015,4.4598677765888607e-4,0.01105401859893211,0.3334506,0.014956527986566307,0.369,0.019424075195011298,8.660239084048966e-4,0.02146670073182627
130,3,100000,0.05,most_frequent,0.475,0,0.475,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
131,3,100000,0.05,proportional,0.453759558,0.0015581983772467117,0.4574201,0.05001362,0.003090770418807935,0.0574,0.9499979536842105,7.031075910778051e-4,0.9516105263157895,0.2178701615270001,0.00673957797136547,0.23354250648799035,0.050010634802848564,0.0030078117593376127,0.0572325172307122,0.05001362,0.003090770418807935,0.0574,0.050009772614832255,0.0030300187074082416,0.05718303814462038
132,3,100000,0.05,uniform,0.333341424,0.0014940411132592071,0.3367801,0.33332688,0.006729220289615329,0.34900200000000003,0.6666814905263158,0.0015367518423045278,0.6702526315789473,0.47138088669267253,0.0047914255845278,0.48249329622764764,0.0500011975366828,9.843451979189074e-4,0.05229628911934802,0.33332688,0.006729220289615329,0.34900200000000003,0.08695791418271966,0.0017125946134876559,0.09095192930390934
133,3,100000,0.1,most_frequent,0.45,0,0.45,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
134,3,100000,0.1,proportional,0.415015582,0.0015128738347925774,0.41858,0.10006704,0.003009828490986574,0.107,0.8999914366666667,0.0010042723585082251,0.9022777777777777,0.3000650764882179,0.004515611361964757,0.31036647109147725,0.10005235368434767,0.002844057657827581,0.10655986448064632,0.10006704,0.003009828490986574,0.107,0.10005740848311027,0.002888641629287213,0.10669200492129795
135,3,100000,0.1,uniform,0.333341071,0.001494091548036596,0.33684,0.33334101,0.004765610378968093,0.344501,0.6666817922222222,0.0015596535901773586,0.6703444444444444,0.4714029171209457,0.003412801508996682,0.47917176825468916,0.10000607476903625,0.0013524908865838383,0.10307343416935034,0.33334101,0.004765610378968093,0.344501,0.15385361897111,0.002088877870835148,0.15860672975355697
136,3,100000,0.2,most_frequent,0.4,0,0.4,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
137,3,100000,0.2,proportional,0.359986965,0.0014911996266119573,0.36356,0.19999193,0.0028168818501022983,0.2065,0.79999922625,0.0014142368144206487,0.803325,0.39998166062629165,0.0028389667433405233,0.40651080612942564,0.1999929733320167,0.0025214264246839844,0.20592557158630906,0.19999193,0.0028168818501022983,0.2065,0.19999045462694726,0.0025974168886789854,0.20607860446237034
138,3,100000,0.2,uniform,0.333327461,0.0014919165744053848,0.33679,0.333348295,0.0033339844613035946,0.34110050000000003,0.66666314,0.0016808094337060473,0.670525125,0.47140757012909446,0.0024286751952899716,0.47701734218835307,0.20000552008113032,0.0017890056154142183,0.20418913858468218,0.333348295,0.0033339844613035946,0.34110050000000003,0.25000732836363704,0.0022741651217139803,0.25524268709421977
139,3,100000,0.3333333333333333,most_frequent,0.33333,0,0.33333,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
140,3,100000,0.3333333333333333,proportional,0.333325876,0.0014917207633158328,0.3367801,0.3333348033480335,0.0026013915071402996,0.3393033930339303,0.6666753146234269,0.001825263590057582,0.6708716456417718,0.4714045724266389,0.0019457397658780304,0.4758861758127891,0.33333665713549127,0.0021127594839371456,0.33825781811370587,0.3333348033480335,0.0026013915071402996,0.3393033930339303,0.33333404655610205,0.0022481196316916975,0.3385232294021157
141,3,100000,0.3333333333333333,uniform,0.333325203,0.0014955026618539203,0.3367,0.33332264722647226,0.0025792563662889443,0.3392133921339213,0.6666636191819041,0.0018282393497087409,0.671081644591777,0.4713919421844154,0.0019416216761654653,0.4759426304982643,0.3333208989113248,0.0021183909103094116,0.3382494651198812,0.33332264722647226,0.0025792563662889443,0.3392133921339213,0.3333201214621616,0.0022404612205508376,0.33856438658557403
142,3,100000,0.5,most_frequent,0.25,0,0.25,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
143,3,100000,0.5,proportional,0.375006547,0.0014900024421183851,0.37846,0.499994146,0.0022542646742576967,0.50512,0.49998591,0.002260000024759113,0.5053002,0.4999874634367415,0.0015906324227352557,0.5037252655485253,0.49999004079995835,0.0015905824890667024,0.5037249535527764,0.499994146,0.0022542646742576967,0.50512,0.4999908112087931,0.0017789863891933648,0.5041261957479766
144,3,100000,0.5,uniform,0.333346727,0.001497008303536452,0.33687,0.333352774,0.0021053806609961936,0.33832,0.666651944,0.0021115950237245826,0.67152,0.47141014981411034,0.001673733567949326,0.47522409402301397,0.5000035677943329,0.002250272452067801,0.5050983943097337,0.333352774,0.0021053806609961936,0.33832,0.40001324259384136,0.0020898010569539655,0.4047977328041534
145,5,100,0.01,most_frequent,0.24,0,0.24,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
146,5,100,0.01,proportional,0.24653,0.04270903307440494,0.35,0.0081,0.08963924095702694,0,0.9899333333333333,0.009954931440722039,1,0.008057880649881471,0.08917414074905188,0,0.007613458528951487,0.07350759130476361,0.5,0.0081,0.08963924095702694,0,0.7181069958847737,0.19902884929884812,1
147,5,100,0.01,uniform,0.20005,0.04007540522328353,0.3,0.1974,0.3980566353026801,1,0.7997717171717171,0.039917897283397785,0.8888888888888888,0.17644187362516733,0.3559340036315938,0.926653428357501,0.009830685488701656,0.020333060292881844,0.06671428571428675,0.1974,0.3980566353026801,1,0.09469939289085484,0.018295216905951206,0.14285714285714288
148,5,100,0.05,most_frequent,0.23,0,0.23,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
149,5,100,0.05,proportional,0.228851,0.041813450413276665,0.33,0.05086,0.09843896293105842,0.4,0.9503894736842106,0.022305061989606745,0.9894736842105263,0.10445751437569126,0.19361589099007837,0.6189974917048067,0.05248270630001883,0.11397859836466039,0.5,0.05086,0.09843896293105842,0.4,0.21359775446239876,0.06896647654781454,0.4444444444444445
150,5,100,0.05,uniform,0.200043,0.04015631213072727,0.3,0.201,0.17889158789619483,0.6,0.7998726315789474,0.04047205098776796,0.8842105263157894,0.3218717960874422,0.23911822974026503,0.7196490372689353,0.05017280442049143,0.04478030446815835,0.17647058823529413,0.201,0.17889158789619483,0.6,0.11821634112373856,0.05330046565036548,0.2857142857142857
151,5,100,0.1,most_frequent,0.22,0,0.22,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
152,5,100,0.1,proportional,0.212361,0.040473441772956434,0.31,0.09942000000000001,0.09409861345899573,0.4,0.8995388888888889,0.031652022440258526,0.9666666666666667,0.2355296634904341,0.18425813852075265,0.5887840577551898,0.09895408273700844,0.09471601907194571,0.375,0.09942000000000001,0.09409861345899573,0.4,0.14850452278615794,0.06861928505476175,0.3559663865546229
153,5,100,0.1,uniform,0.199545,0.040269158614422915,0.29,0.19786,0.12559059558649277,0.5,0.8001755555555555,0.04249911162664278,0.8888888888888888,0.36403897339166363,0.1605573049138662,0.6454972243679028,0.09918262379008969,0.06171026772724404,0.2631578947368421,0.19786,0.12559059558649277,0.5,0.14675235469860404,0.07035228926952258,0.34123809523809456
154,5,100,0.2,most_frequent,0.2,0,0.2,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
155,5,100,0.2,proportional,0.20001,0.03982007614064022,0.3,0.199425,0.08886905617769658,0.4,0.80094125,0.04479033423453752,0.9,0.3874134024144045,0.09842738147810892,0.5873988420668107,0.20058518222871285,0.08293911561065456,0.4166666666666667,0.199425,0.08886905617769658,0.4,0.20013833331126699,0.08014483732271784,0.4
156,5,100,0.2,uniform,0.199382,0.04015020896493557,0.3,0.198945,0.08926048240051046,0.4,0.799265,0.04417046386430415,0.8875,0.38623260817183847,0.09922786655838815,0.5873988420668107,0.19836166320280646,0.08195266089929702,0.4,0.198945,0.08926048240051046,0.4,0.1991457543461064,0.07981599314264691,0.4
157,5,100,0.3333333333333333,most_frequent,0.16,0,0.16,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
158,5,100,0.3333333333333333,proportional,0.22212300000000001,0.04059024054822509,0.32,0.3300030303030303,0.08091269395844393,0.5151515151515151,0.6699850746268656,0.05816951963002971,0.7910447761194029,0.4660848473220268,0.06249700442615213,0.6052685914886095,0.3302220406583422,0.06837102567355678,0.5,0.3300030303030303,0.08091269395844393,0.5151515151515151,0.32842360675760246,0.07075674441531833,0.49230769230769234
159,5,100,0.3333333333333333,uniform,0.199879,0.04040864566976338,0.3,0.2005939393939394,0.0686750472362147,0.36363636363636365,0.8006164179104478,0.04874568589669115,0.9104477611940298,0.39417984143019086,0.07248750193150102,0.5513028850813773,0.3315847804629889,0.0964187989592667,0.5714285714285714,0.2005939393939394,0.0686750472362147,0.36363636363636365,0.2477885926387896,0.07638446757056969,0.42857142857142855
160,5,100,0.5,most_frequent,0.12,0,0.12,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
161,5,100,0.5,proportional,0.31266700000000003,0.04249726712120765,0.41,0.499528,0.07065434466217888,0.66,0.50021,0.07134497116469422,0.66,0.49732622239169705,0.050674700927935384,0.6170899448216606,0.49993499301918287,0.051217917067544125,0.625,0.499528,0.07065434466217888,0.66,0.4984628444617787,0.05628007712940987,0.6226516534794078
162,5,100,0.5,uniform,0.199741,0.03992571007800016,0.3,0.199514,0.05650383236832021,0.34,0.800374,0.0561453057123688,0.92,0.39515383960741063,0.05961877626527683,0.52459508194416,0.4997371400045446,0.1035250984586847,0.7368421052631579,0.199514,0.05650383236832021,0.34,0.2828673048292718,0.0702085937668136,0.4444444444444444
163,5,1000,0.01,most_frequent,0.247,0,0.247,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
164,5,1000,0.01,proportional,0.2450802,0.013522154148850789,0.278,0.01024,0.03129281585336167,0.1,0.9899705050505051,0.0031788470588219463,0.996969696969697,0.031682337060755836,0.09557773079850093,0.31526804372460493,0.010273738012737826,0.03303934524031399,0.14285714285714285,0.01024,0.03129281585336167,0.1,0.10060977157811098,0.021815666572614897,0.20000000000000004
165,5,1000,0.01,uniform,0.2001173,0.012809275875897376,0.231,0.20172,0.12658848314284535,0.5,0.799929898989899,0.012904549595223585,0.8303030303030303,0.36847259367668955,0.15994469018808713,0.6396021490668313,0.010080821082537618,0.006324236177836695,0.026737967914438502,0.20172,0.12658848314284535,0.5,0.021455515789144477,0.010657395601371036,0.05164059722715973
166,5,1000,0.05,most_frequent,0.237,0,0.237,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
167,5,1000,0.05,proportional,0.2281447,0.01316081618359066,0.259,0.04999,0.03087418373855659,0.14,0.949920947368421,0.007092323473644584,0.9652631578947368,0.2021029058229826,0.08149579022756585,0.3639858291266817,0.049914834414552085,0.030326639423978095,0.13114754098360656,0.04999,0.03087418373855659,0.14,0.05394809266362299,0.027579668993726617,0.1320754716981132
168,5,1000,0.05,uniform,0.2000263,0.01266878281903244,0.23,0.20024,0.056257434085540986,0.34,0.7999072631578947,0.013061810695348126,0.8305263157894737,0.3960606567251989,0.057455355582748315,0.5218826233177283,0.050030984941685494,0.013719715352613002,0.08421349147516685,0.20024,0.056257434085540986,0.34,0.08000631078607566,0.02194542787654041,0.13393256929637537
169,5,1000,0.1,most_frequent,0.225,0,0.225,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
170,5,1000,0.1,proportional,0.2124662,0.012896165657623465,0.243,0.099985,0.03018477906310909,0.18,0.9001707777777778,0.010096126428895631,0.9222222222222223,0.2964294239158514,0.04615343595965036,0.3992517994690948,0.10012144212205898,0.028736229400308736,0.17204301075268819,0.099985,0.03018477906310909,0.18,0.09982175208413505,0.028988172759717108,0.17172043010752697
171,5,1000,0.1,uniform,0.2000122,0.01258656797261799,0.23,0.19986400000000001,0.03983064337937817,0.3,0.8000016666666667,0.013317753124752921,0.83,0.39781392701049284,0.0403950270190111,0.48682805517240146,0.09993414334589751,0.0189152632044721,0.14444444444444443,0.19986400000000001,0.03983064337937817,0.3,0.1331258118929861,0.025330659260298132,0.19269102990033224
172,5,1000,0.2,most_frequent,0.2,0,0.2,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
173,5,1000,0.2,proportional,0.2001591,0.012709663282088727,0.23,0.2000375,0.028524068012743195,0.27,0.79987275,0.014064044125756188,0.83125,0.3989656583067171,0.028822728737179473,0.4646245795105732,0.19991038033092254,0.025432367314432987,0.2592610062893082,0.2000375,0.028524068012743195,0.27,0.19977453624624433,0.026238522068808248,0.2621359223300971
174,5,1000,0.2,uniform,0.1999595,0.012641583789781698,0.23,0.1998215,0.028469223512746916,0.27,0.799900875,0.014188292665054874,0.8325,0.39875381149667855,0.028825785496015766,0.4625764796631421,0.19976988437321255,0.025477374528665695,0.2604166666666667,0.1998215,0.028469223512746916,0.27,0.19959303122445066,0.026215706473095932,0.261308479443221
175,5,1000,0.3333333333333333,most_frequent,0.166,0,0.166,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
176,5,1000,0.3333333333333333,proportional,0.2223225,0.01289412732998865,0.252,0.33305255255255256,0.025980964799673986,0.3933933933933934,0.6672094452773614,0.01832018981730374,0.7106446776611695,0.4709918651349242,0.01950639722837098,0.5157539472152405,0.3331715878251015,0.021224998830276766,0.3833343558282209,0.33305255255255256,0.025980964799673986,0.3933933933933934,0.33294282938949127,0.02249657782692139,0.38529411764705884
177,5,1000,0.3333333333333333,uniform,0.2001142,0.012793425089965284,0.23,0.20008258258258257,0.021928024926431863,0.24924924924924924,0.8000775112443778,0.015445437185213516,0.8350824587706147,0.399480431347367,0.02242152830437423,0.4489709213652482,0.3331828443402878,0.030168375725242783,0.4030620258574634,0.20008258258258257,0.021928024926431863,0.24924924924924924,0.2497921924239065,0.024552359251695077,0.30490018148820325
178,5,1000,0.5,most_frequent,0.125,0,0.125,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
179,5,1000,0.5,proportional,0.3124791,0.013469799803288626,0.344,0.4999352,0.022448995449678155,0.552,0.5,0.022466011487738923,0.552,0.4997208481189195,0.016061050745294653,0.5369990689004963,0.4999683605733494,0.01608314816382902,0.5378170917489803,0.4999352,0.022448995449678155,0.552,0.4998284262877924,0.01786960960418879,0.5409525313778029
180,5,1000,0.5,uniform,0.2001744,0.012592952111569727,0.23,0.2000892,0.017976416731814257,0.242,0.800077,0.017931877375852803,0.842,0.3996764102382945,0.01854875480082135,0.44199601804859556,0.5002040246599132,0.03179010378077423,0.5744710678067212,0.2000892,0.017976416731814257,0.242,0.2856022031025106,0.022302583626171185,0.3379501385041551
181,5,10000,0.01,most_frequent,0.2475,0,0.2475,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
182,5,10000,0.01,proportional,0.24513675,0.0042454008974863655,0.2551,0.010104,0.010067736584356645,0.04,0.9899912121212121,0.0010062520351299552,0.9923232323232323,0.07740201107537867,0.06334162703815209,0.19904824043483033,0.010091132383225081,0.01006046384831272,0.040652065704330546,0.010104,0.010067736584356645,0.04,0.015901362972725926,0.00809883744906867,0.041666666666666664
183,5,10000,0.01,uniform,0.20000596,0.004038908485788662,0.2094,0.19995,0.03993490928621186,0.3,0.7999852525252525,0.004031634409849482,0.8092929292929293,0.39789958171747686,0.040396433181830387,0.4893412392956043,0.009996513273596307,0.0019851097836979105,0.01485148514851485,0.19995,0.03993490928621186,0.3,0.019040720050199446,0.0037812496669558677,0.02826524502382236
184,5,10000,0.05,most_frequent,0.2375,0,0.2375,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
185,5,10000,0.05,proportional,0.22812443,0.004190784466247847,0.2377,0.0500502,0.00972626032830694,0.074,0.9499957157894737,0.00224613370664284,0.9552631578947368,0.21700705305335363,0.021336703934838767,0.2652444235198771,0.05004164352356907,0.009470278681181126,0.07359333917616127,0.0500502,0.00972626032830694,0.074,0.0500217599516515,0.009528778191651214,0.0736318407960199
186,5,10000,0.05,uniform,0.19999293,0.0039919128938336315,0.209,0.1999976,0.017840712523392508,0.242,0.7999924526315789,0.004089468253006074,0.8094736842105263,0.3995950616562204,0.017928294022148954,0.44047563286688185,0.04999869460676397,0.004362843366411074,0.06050199430655628,0.1999976,0.017840712523392508,0.242,0.07999308431611384,0.006982538097500234,0.09669646371910544
187,5,10000,0.1,most_frequent,0.225,0,0.225,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
